TransactionID,TransactionAmount,CardHolder,CardNumber,TransactionDate,Merchant,IsFraud
513,466.4315131936526,Tina Cruz,2705489955655385,2023-09-19 01:28:56.791737,White-Casey,1
514,433.1658808607038,Chase Berry,2720975480349883,2023-04-19 18:53:32.841388,Wilson Group,0
515,23.564116382988516,Trevor Roy,2243941465493912,2023-02-19 02:09:48.107407,Lee Ltd,0
516,14.15712027412875,Craig Hernandez,2244030099424813,2023-07-28 05:11:56.756923,Munoz PLC,0
517,188.85522007214675,Ashley Holloway,5472408260743417,2023-11-14 15:58:46.455682,Carpenter Group,0
518,405.4661120601346,Rita Murphy,2247588189376539,2023-10-30 09:15:35.581660,Calhoun Group,0
519,493.6507885281573,Lisa Ramos,5489628138363699,2022-12-30 08:09:54.014186,Love Inc,0
520,76.05802866066057,Stephanie Austin,5190061520267254,2023-11-05 00:17:48.078733,Tucker and Sons,0
521,297.47122696071546,Michelle Fields,2274900678112653,2023-07-07 01:34:58.382989,Garcia Group,0
522,191.06453745887973,Pamela Jones,2551017559945004,2023-09-29 14:52:24.986643,Smith Ltd,0
523,484.987284509487,Jerry Boyd,2251940503491945,2023-07-08 04:10:55.472495,Lowe-Singh,0
524,421.21734264471866,Sabrina Scott,2283544584936588,2023-05-12 00:00:10.385559,Walker Inc,0
525,419.3260236508578,Andrew Rodriguez,5274952036685659,2023-08-18 09:25:40.259392,Benson-Ramsey,0
526,234.87788673769018,Dr. Chad Flynn DDS,2290517827215631,2023-10-05 02:19:11.043005,Diaz LLC,0
527,207.99493166649492,Nancy Ford,5115389089593683,2023-01-31 04:20:19.479503,"Compton, Flores and Kennedy",0
528,137.43012889342242,Alan Hayes,5212078365819274,2023-11-20 02:14:55.233122,"Richards, Johnson and Brown",0
529,29.13137282881263,David Lee,2261291967875878,2023-03-14 07:11:38.417622,Taylor-Lowery,0
530,432.49646575127156,Kevin Lewis,5270176377426275,2023-02-11 08:48:05.840120,"Franco, Williams and Davis",0
531,406.6376035559087,April Boyle,5232726359735114,2023-03-20 05:10:54.411109,Clark-Shah,0
532,499.85911896977916,Phillip Hill,5549679685926667,2023-04-04 03:54:08.646778,Johnston-Harrison,0
533,498.3217816998788,Seth Hall,2497018748494869,2023-03-05 08:26:29.497250,Franco Group,0
534,278.1604210957111,Sandra Robertson,5157708776067744,2023-06-17 04:05:34.640868,"Sims, Price and Beard",0
535,384.72472017507476,Lisa Morse,2719117513726612,2023-06-21 11:06:01.441972,"Massey, Patton and Richards",0
536,472.4380992113316,Scott Campbell,2685504378990294,2023-04-20 16:59:22.527134,Brown-Moore,0
537,424.9740479480283,John Reynolds,2233289985381726,2023-02-26 23:37:13.761074,Williams-Frazier,0
538,124.42670276985564,Hannah Wright,2245321679489402,2023-04-23 05:12:00.222501,West and Sons,0
539,225.82152351973667,Taylor Lowery,2713205880073142,2023-08-31 17:37:54.345068,Dorsey-Mills,0
540,65.450548160596,Chelsea Long,2720927905457858,2022-12-08 21:36:24.077487,Lopez and Sons,0
541,477.0714626021025,Wendy Morse,2250443817484475,2023-06-09 02:40:45.023891,Harris-Jackson,0
542,303.4811425909891,Ashlee Cantu,2285972137657260,2023-04-06 03:24:23.599122,"Mathews, Smith and Roach",0
543,115.0927599462279,Kevin Greene,5487818809607613,2023-10-04 18:26:16.195292,"Green, Obrien and Rodriguez",0
544,336.1786415185225,James Wells PhD,2643685119357520,2023-05-14 09:25:27.926936,Douglas and Sons,0
545,309.44599198849,Michele Lopez,2232093757713210,2023-02-09 20:21:09.542696,Bates LLC,1
546,179.72319629838742,James Rojas,2248902764827684,2023-02-20 19:05:06.483230,"Lindsey, Brown and Joyce",0
547,57.66523850761488,Cynthia Page,2229640444956969,2023-07-04 10:49:51.984844,"Jenkins, Warner and Odom",0
548,336.115024600807,Matthew Love,2317270505974868,2023-03-24 08:50:43.107540,Evans-Cox,0
549,260.63354275099283,Stephanie Ferrell,2222447062437026,2022-12-27 06:45:21.068531,Holder-Bates,0
550,386.386877476084,Brandon Luna,2298080700089799,2023-03-04 12:51:04.582292,"Robinson, Spencer and Erickson",0
551,260.5615870548847,Rhonda Greene,5490155888609656,2023-11-06 14:21:20.874630,Mason Group,1
552,426.2385686589515,Jeremy Richardson,5346978991024455,2023-06-01 06:02:25.326131,Armstrong Group,0
553,276.4015125484683,Sharon Rhodes,2264030924286697,2023-08-22 04:54:40.229520,"Boyle, Stokes and Scott",0
554,280.90804779615775,Whitney Buck,2288584215256167,2023-08-16 17:39:56.383266,"Chandler, James and Bowen",0
555,438.45014772651416,Amy Booth,2244952793541420,2022-12-22 09:42:37.575726,Anderson-Phillips,0
556,202.33795023998613,Jordan Hughes,2233544079705929,2023-05-10 18:25:21.927175,Hall-Roberts,0
557,67.87359899686973,Sharon Fernandez,2386139843204351,2023-06-21 16:40:09.771040,Porter-Vang,0
558,15.362555480356148,Christine Hines,2623312714714070,2023-07-23 03:21:43.976155,"Wolfe, Massey and Le",0
559,377.8134905811359,Victoria Sutton,5487536659568889,2023-01-11 15:03:29.563845,"Murray, Smith and Bailey",0
560,310.53446612537886,Lisa Walker,5192312253828236,2022-12-12 01:00:19.189127,Watson Ltd,0
561,352.33580428151254,Mark Johnson,2719424211579412,2023-01-14 14:34:41.468498,Calderon Inc,0
562,107.26911659294646,Amy Ward,2254629789515595,2023-10-09 08:53:40.652624,"Thomas, Mccarthy and Hurley",0
563,69.04936631779812,Daniel Clark,5398917929379497,2023-02-02 10:47:23.624070,"Brown, Bullock and Rangel",0
564,8.257788168273082,Wesley Lee,2701470757917748,2023-02-19 03:00:04.942194,Barker-Jones,0
565,175.94319184449188,Kelly Lee,2260028086749092,2023-08-03 19:00:29.442232,Brown-Petersen,0
566,295.3689257404619,Jennifer Nguyen,5508270370932449,2023-04-03 00:40:10.270544,Miller Group,0
567,196.72977850476641,Mark Hamilton,5419464888403377,2022-12-19 12:42:54.369478,Robinson Group,0
568,219.29998608984081,Gregory Wheeler,2637260965174318,2023-06-24 15:40:50.004475,"Harris, Hall and Martinez",0
569,452.17518855238046,Emily Chambers,2241391020380521,2023-07-17 17:04:58.517073,Jacobs PLC,0
570,174.77947804462687,Michele Velez,2511392187005144,2023-03-16 23:22:55.830433,"Williams, Moore and Wheeler",0
571,257.48075509074556,Christopher Chambers,2298014642366098,2023-08-12 12:08:21.163817,"Huang, Simpson and Franco",0
572,392.0428533578304,Richard Chapman,2720326783323458,2022-12-15 15:48:26.268806,Thomas and Sons,0
573,198.8748483783138,Justin Shelton,2707088331911658,2023-02-19 08:34:29.596339,Mckenzie-Petty,0
574,311.42126341370886,Erika Bradley,2395996829007333,2023-07-15 11:27:21.998165,Mcmillan-Owens,0
575,431.31949066462585,Charles Smith,2270065983295157,2023-08-13 01:54:50.822385,Horn LLC,0
576,474.8107912051634,Samantha Bowen,2720175337718816,2023-08-20 19:01:14.377860,"Martin, Hart and Wagner",0
577,74.38966698358993,Kristen Price,2706804140385814,2022-12-19 04:56:01.443425,Barry LLC,0
578,463.3672249555857,Brent Bennett,2223976201183702,2023-09-01 09:11:10.520082,Hobbs-Cox,0
579,246.56603024668956,Anna Baker,2224056207314335,2023-02-16 07:41:01.411963,Key LLC,0
580,129.8639497611802,Meghan Reyes,2680745285671866,2023-05-22 19:11:18.256556,Thompson and Sons,0
581,230.1087423628924,Cheryl Caldwell,2287083155950740,2023-04-06 12:09:44.978419,Hogan Group,0
582,490.03625506745306,Joseph Rodriguez,2297639237694859,2023-09-16 18:17:37.164224,"Norris, Young and Gray",0
583,246.81642890244194,Kenneth Schultz,2293342402146821,2023-02-23 17:35:35.719990,Lopez Ltd,0
584,165.0470535334666,David Le,2720665076457378,2022-12-09 00:20:18.638007,"Whitaker, Lambert and Li",0
585,317.0670263040462,Cassandra Cooper,2259786219427133,2023-10-04 10:07:10.127694,Johnston PLC,1
586,120.83266377031835,Destiny Cherry,5370288119262956,2023-03-30 03:17:32.049715,"Walton, Golden and Lane",0
587,38.85580072622329,Charles Howard,5451522923572933,2023-09-28 21:36:22.381192,"Smith, Cruz and Riggs",0
588,65.31098123341397,Mr. Joshua Franklin MD,2231501917924528,2023-03-26 17:32:55.987603,White Group,0
589,64.89487363992845,April Mcpherson,2704830422778089,2023-08-12 02:44:00.495859,Taylor and Sons,0
590,76.79944406263488,Adam Harris,2703181496719976,2023-03-05 20:23:37.220311,Brown-Campbell,0
591,70.27475915205565,Gregory Scott,2323026663226125,2023-01-18 15:00:29.364030,Brown PLC,0
592,320.7964976568041,Michael Foster,2717256476297021,2023-08-31 07:38:36.363611,Crawford Group,1
593,91.75816211517326,Melissa Johnson,5424662575494723,2023-05-25 14:51:19.214649,Williams-Young,0
594,173.48797437860773,Richard Logan,2231679576107484,2023-01-28 22:02:08.770343,"Stewart, Miller and Bryant",0
595,448.4974165430999,Debbie Terrell,2281954760281133,2023-04-12 11:21:08.372220,Moore LLC,0
596,237.5068584911733,Dustin Perkins,2369386546042189,2023-06-16 15:40:37.439384,Smith-Simmons,0
597,334.11131152199255,Alec Thompson,2720403530556605,2023-11-05 17:17:09.636578,Porter-Dixon,0
598,86.98761572961328,Seth Carr,2253126277416890,2023-06-02 22:38:17.842365,Robles Inc,0
599,96.95222038552672,Kimberly Lopez,2278822515188678,2022-12-18 21:47:48.917618,Thomas-Baird,0
600,21.393439516972954,Jennifer Little,2277946510523877,2022-12-08 13:36:03.817250,Jackson-Mcgrath,0
601,85.29859647301011,Kelli Sanchez,2293686936213048,2023-06-15 18:26:21.338785,Romero LLC,0
602,140.01657917694735,Jennifer Adkins,2422585580611123,2023-09-17 09:22:10.003711,Jackson-Carter,0
603,89.32823165409665,Donna Odonnell,5231692435338565,2022-12-19 01:03:03.980003,"Sims, Morgan and Sutton",0
604,45.26256434477075,Patricia Anderson,5559817484461091,2023-04-22 02:46:39.731783,"James, Smith and Montgomery",0
605,61.1972996791998,Adam Cox,5349314557050287,2023-11-18 06:21:34.291496,Dodson-Stephenson,0
606,230.92860524833017,April Walker,2265937690297873,2023-01-20 01:17:24.242182,Powers Ltd,0
607,103.96052548449046,Megan Reyes,2223962095184899,2023-02-18 09:42:08.139985,Cherry-Summers,0
608,182.77066066298966,Andrew Farmer,2241860096489630,2023-05-08 00:52:31.778367,Becker LLC,0
609,252.20521815657358,Angela Gomez,2277209129013693,2023-07-04 09:36:06.337350,Robles LLC,0
610,345.5070194860533,Dr. Jeffrey Cook,5488571490934981,2023-01-16 23:51:23.857249,"Johnson, Tran and Wall",0
611,20.61675778070837,Richard Watson,2241848169992200,2023-12-05 11:46:53.603626,Richards-Logan,0
612,399.9057890556123,Brian Warner,2719667223673868,2023-06-04 22:34:02.373495,"Scott, Black and Morris",0
613,314.322294355963,Cindy Page,5118045800292529,2023-09-07 07:23:11.078826,"Coleman, Sharp and Owens",0
614,41.797756942487084,Melissa Rosales,5167629334065764,2023-01-24 01:33:22.121938,"Chavez, Barry and Ramirez",0
615,436.91573342928183,Antonio Gilbert,2480298344804625,2023-04-20 06:28:44.814900,Flores Ltd,0
616,460.5153278653748,Francisco Hopkins,2235704057655904,2023-10-05 08:04:12.393763,"Smith, Martin and Riley",0
617,31.47790196757701,Mitchell Phillips,2242783330117362,2023-12-06 00:25:29.921046,Bell PLC,1
618,139.16194642545466,Annette Garcia,2285929914443678,2023-08-26 20:35:49.373615,Ponce-Cannon,0
619,403.2944386167376,Dana Mueller,2687630510816424,2023-07-18 21:08:44.012227,"Vega, Gallegos and Jones",0
620,374.3815855014455,William Hall,2275978314946022,2023-07-31 22:45:38.553720,Nichols Inc,0
621,93.07598865883229,Dana Wright,2295221427495918,2023-08-21 22:42:42.894825,Rodriguez-Barker,0
622,105.46531234501845,Vicki Ferguson,2358277516210711,2023-06-06 12:54:05.357858,"Hayes, Trujillo and Long",0
623,185.8655792928996,Thomas Klein,2259729778006641,2023-03-05 13:41:44.998784,Vargas-Lang,0
624,242.77696961031964,Tonya Guzman,2262403272494837,2023-02-08 17:47:06.605935,Burns Inc,1
625,309.5091309936177,Paul Cruz,2283247570893314,2023-09-05 15:50:48.048308,Hood Group,0
626,185.08790614531642,Mary Stone,2232174933410739,2023-09-14 02:06:37.328917,Snyder-Phillips,0
627,231.8048233504408,Jessica Lee,5191532652573114,2023-08-08 06:09:16.121096,"Mclaughlin, Aguirre and Hall",0
628,373.9879981287445,Madeline Howard,2251345626392915,2023-05-13 18:15:48.839328,Osborne-Roth,0
629,19.304918242408352,Jennifer Lynch,2283441315627919,2023-06-06 06:48:56.374305,Carter-Moore,0
630,126.96603522766635,Brittany Kelley,2279404823960285,2023-11-20 09:01:54.609523,Little PLC,0
631,356.96144335639167,Mark Robinson,2574944375865210,2023-04-18 00:14:32.023680,Mccall PLC,0
632,447.70821200591246,Ruben Rubio,2225010776405163,2023-10-13 06:39:08.074290,"Watson, Reed and Peters",0
633,256.3270436157174,Eduardo Walsh,2229717893687541,2023-04-22 14:20:20.440030,Foster-Williams,0
634,266.5246291473925,Anita Jackson,2653764596694551,2023-10-06 16:10:34.294304,Ward-Hill,0
635,54.47883365854825,Donald Parker,5537242884357715,2023-06-20 11:04:03.428335,Dixon-Ray,0
636,224.25877104490388,Michael Nichols,2256290873237196,2023-10-17 01:11:39.660179,"Manning, Manning and Williams",0
637,266.77601596105654,Benjamin Gibson,5314392845342345,2023-04-04 02:49:24.150662,Reynolds PLC,0
638,121.9927813137301,Monica Rivera,2398463775293521,2023-04-18 18:54:19.410865,Macdonald-Hansen,0
639,135.3523722437411,Brandon James,5101978558843540,2023-02-12 17:50:37.645344,Nelson Ltd,1
640,189.2647973892067,Connie Perez,2224650600139560,2022-12-20 08:42:57.206810,"Rhodes, Fowler and Phillips",0
641,11.015527691085458,Victor Leblanc,2695950213321377,2023-05-13 01:47:23.663814,"Brown, Jackson and Owens",0
642,161.71750362600596,John Clark,5421120420887974,2023-10-17 21:21:07.229858,Lopez Inc,0
643,106.51255549127578,Ashley Jackson,2712203619748135,2023-01-18 13:16:17.461160,"Martin, Larson and Rosales",0
644,164.4211787367794,April Harris,2222546674667449,2023-12-05 11:20:00.345820,"Lopez, Edwards and Navarro",0
645,60.761303777806354,Christine Russo,2692353220416764,2023-11-08 16:20:05.449008,"Ramirez, Shepherd and Andrews",0
646,445.3731130892076,Mckenzie Lucas,2512936994074054,2023-12-02 04:20:26.744474,Obrien Group,0
647,297.2026343234703,David Bowen,2274323663274513,2023-10-23 05:57:36.861188,"Smith, Reynolds and Smith",0
648,339.8720572531003,Travis Suarez,2715776001643870,2023-05-10 12:26:02.483740,Harrison-Jacobs,0
649,394.7964480650618,Jacqueline Martin,2260792828977457,2023-06-28 02:49:40.412490,Barnes-Livingston,0
650,249.7226572655996,Linda Mccarthy,2246749401864261,2023-06-20 13:30:21.933146,Wheeler-Robertson,0
651,44.37322375562442,Kristine Schmidt,5389758610191341,2023-07-09 11:54:43.401695,"Ramirez, Ward and Gardner",0
652,269.01616436745536,Elizabeth Carter,2259353089823535,2023-08-20 17:21:20.133176,Mills Group,0
653,293.8337178924187,Douglas Stanley,5526773150443717,2023-02-02 06:53:37.179409,"Oconnor, Chen and Myers",0
654,372.97429761798065,Paul Gibson,5373869138029232,2023-02-02 17:57:54.382148,Williams-Nelson,0
655,216.39811356861003,Veronica Miller,5598081099884758,2023-09-07 13:26:34.473433,Brock-West,0
656,64.66257109498632,Theodore Hall,5108767855391714,2023-07-20 04:36:30.696492,"Luna, Le and Brown",0
657,142.6041769935635,April Barnes,5132685575315443,2023-11-26 14:15:59.364578,"Reyes, Mendez and Jones",0
658,182.17806590291892,Gregory Barker,2251742161684195,2022-12-19 06:12:03.510103,Wilson-Ortega,0
659,323.312703424469,Emily Beard,2276783469211811,2023-01-07 09:05:20.853396,"Harper, Joyce and Scott",0
660,285.81837402978704,Angela Mckinney,2227816457285684,2023-10-26 05:12:24.244435,Johnson Group,0
661,178.69226622302529,Rachel James,2235852783841817,2023-08-26 10:31:11.566585,"Bowers, Solomon and Jones",0
662,493.27110914769685,Charles Shaw,5268345149913639,2023-05-28 02:18:59.647942,"Williams, Thompson and Lopez",0
663,303.2816348590867,Jessica Johnson,2700654522216608,2023-10-09 08:52:08.491543,Griffin Ltd,0
664,119.37616907626125,Andrea Cochran,5422606118330722,2023-06-11 12:22:38.715339,Stevens-Wallace,0
665,51.78945383758147,Jimmy Lee,2265635167269769,2023-02-13 02:29:00.920828,Drake-Schneider,1
666,77.27671045298167,Marcus Bonilla,2695199408787394,2023-03-09 13:52:29.635236,"Oneill, Mccormick and Webster",0
667,123.73290646386955,Robert Lewis,2247635140153091,2023-05-23 01:50:25.114623,"Wilson, Williams and May",0
668,81.18000525651829,Tiffany Moore,2486173917997680,2023-06-20 11:15:15.380387,Cochran-Duncan,0
669,94.09694500160158,Alex Howard,2290959083954232,2023-04-07 22:01:45.702775,Mack Group,0
670,143.2624891782297,Rodney Bender,2263568167919723,2023-04-03 05:51:29.581858,"Edwards, Stephens and King",0
671,87.51342405208266,Thomas Knight,2244367743872421,2023-04-19 08:44:31.711861,"Hansen, Wheeler and Torres",0
672,448.48594688858617,Michelle Martinez,5310020619954383,2023-02-23 12:45:23.818226,Davis Group,0
673,41.036639085159464,Christopher Patterson,2230324043852963,2022-12-22 07:44:56.837118,Turner LLC,0
674,262.7311833955571,Cynthia Foster,2433013568480970,2023-08-17 00:21:43.769886,Rodgers LLC,0
675,205.7880166678411,Francisco Johnson,2259317671858845,2023-10-16 07:31:29.037560,"Young, Olson and Allen",0
676,491.20692983739457,Kelsey Anderson,2224025609379162,2023-03-10 21:00:45.494538,"Reid, Wolfe and Rivera",0
677,56.90741218185812,Catherine Brown,2281972798842361,2023-02-28 07:05:54.136093,Baldwin-Moreno,0
678,199.52994392382507,Vincent Chavez,5132465602298627,2023-04-13 20:48:31.821131,"Smith, Long and Vega",0
679,484.7657462044091,Kelly Rojas,2715375341109849,2023-07-19 07:56:37.099496,Peck-Lee,0
680,432.88805582109615,Dominic Reynolds,2281082979393992,2023-09-17 22:48:13.984648,"Riley, Murphy and Schmitt",0
681,408.7189634036907,Penny Smith,5422089167463316,2023-10-15 08:59:40.271720,"Braun, Bradshaw and Wright",0
682,129.69351069542498,David Johnson,2255409081415359,2023-02-23 01:34:08.208212,Edwards-Newman,1
683,86.27290610764284,Kathryn Moody,2705596937154590,2023-11-29 15:19:35.563044,Mcintosh Ltd,0
684,334.6529667422911,John Montoya,2396150967286767,2023-06-08 22:22:33.091062,King Group,0
685,464.7586185746653,Daniel Ramirez,2466985551865590,2022-12-07 19:14:44.358571,Flynn PLC,0
686,278.824683613951,Michael Lee,2687631391789565,2022-12-15 19:32:26.041332,Allen-Collins,0
687,286.23473204548003,Brian Rodriguez,2634357421193800,2022-12-12 21:27:19.230876,"Wright, Gonzalez and Holt",0
688,140.7095677364818,Robert Roberts,2709050301460205,2023-07-15 00:05:43.437237,"Holden, Rodriguez and Rhodes",0
689,384.9769736627765,Stephanie Hayes,2246317159458437,2023-01-01 15:37:10.025776,Tucker-Mcfarland,0
690,94.33483053020416,Michael Chang,5190161756539739,2023-04-15 06:42:14.376338,Dyer Ltd,0
691,162.5159389657176,Sarah Morales,2720699112627009,2023-02-15 22:53:30.710147,Liu-Gould,0
692,213.29278286959197,Kristina Ross,2488069916038294,2023-04-13 22:25:01.938130,Mason PLC,0
693,254.29757896354306,Michael Stevens,5424591460435782,2022-12-28 10:52:29.349616,Haynes-Jefferson,0
694,121.96245647512504,Francisco Carter,2541024151202068,2022-12-12 09:19:51.596977,Schroeder-Alexander,0
695,58.30357554486257,William Garcia,2236826007808538,2023-01-25 03:18:19.483822,Garza-Roach,0
696,305.69940117837467,Patrick Hahn,2646719975874562,2023-07-13 07:51:41.363957,Mosley-Cooley,0
697,145.02664606688762,Jennifer Smith,2645661511289791,2023-03-23 22:00:42.014570,"Blair, Mccullough and Arnold",0
698,291.0378724898835,Heather Brooks,2720576749063883,2023-01-12 02:06:52.747667,Bowman Group,0
699,78.02699492182695,Sandra Crawford,2254937605593278,2023-09-23 15:20:38.975378,Wall Inc,1
700,241.0889108255539,Heather Elliott,5387051382678683,2023-04-04 08:06:43.356129,Clark-Reed,0
701,266.76212684324133,Heather Cobb,2298016320010914,2023-04-10 09:46:53.126321,Lucero and Sons,1
702,26.859944874391026,Laura Santos,2640226266454894,2023-11-29 22:42:02.258708,"Chapman, Morris and Allen",0
703,168.96553481876637,Angela Stokes,2234250450866442,2023-11-04 06:52:42.157634,"Hutchinson, Daniels and Simmons",0
704,68.07292379254815,Krystal Turner,2283514781071877,2023-10-06 02:00:22.070758,"Rodriguez, George and Stewart",0
705,32.6241102659111,Tara Rhodes,5405199989218490,2023-02-04 11:34:23.484795,Schwartz and Sons,0
706,494.99015596258266,Robert Schwartz,2488660696392446,2023-09-30 21:23:00.796792,Mullins-Rivas,0
707,161.85456864238677,Brian Mccarthy MD,2704174894840287,2023-02-07 00:07:58.489150,"Farmer, Miles and Bass",0
708,405.1273484814628,Meghan Hays,2700455167938633,2023-03-03 22:56:41.815239,Ayala LLC,0
709,128.06568672711816,Courtney Weaver,2273377475591523,2023-02-27 08:42:37.906185,Bridges and Sons,0
710,341.0698583897407,Kiara Rodgers,2239799639569181,2023-01-28 09:53:18.794023,Sanders Inc,0
711,380.35370208495357,Veronica Thompson,2720313879509224,2022-12-14 18:25:25.533981,Bowman-Davis,0
712,298.2237315633143,Scott Crawford,2467966135267197,2023-02-19 22:41:08.202725,Ramirez-Castro,0
713,236.31651808652902,Raymond Parker,2289894923406288,2023-11-13 07:36:54.361137,Jackson PLC,0
714,206.508616159487,Dr. Christy Schaefer,2286827564508395,2023-06-29 19:26:10.953053,West and Sons,0
715,175.08526500495466,Corey Lara,2299984138126249,2023-03-26 07:14:33.058731,Sims-Padilla,0
716,464.8350429796651,Mitchell May,2542097242240502,2022-12-08 13:44:50.429731,"Lee, Singh and Conner",1
717,415.47908448607683,Mrs. Mary Cochran,2287092902383576,2023-05-20 07:49:56.164939,Reyes-Rogers,0
718,482.5484284225898,Shannon Miller,2719226479397183,2023-03-12 08:06:32.993025,Grimes-Cook,0
719,63.02431451928682,Erica Chambers,5382468589959176,2023-04-15 23:14:42.774539,"Black, Williams and Cardenas",1
720,365.7028701266185,Mark Scott,2272415486799858,2023-05-16 21:07:08.476877,Martinez-Williams,0
721,469.2318879536979,Eric Kennedy,2289144098211869,2023-11-20 18:21:28.442212,Nichols PLC,0
722,91.43530001666441,Leslie Lester,2229657279618274,2023-10-23 18:49:08.188611,Tate-Richardson,0
723,34.18163741602197,Alexander Moore,2262155935813668,2023-04-15 13:18:43.001176,Bray-Graves,0
724,370.8192039957395,Maria Donovan,2665938571282071,2023-09-01 12:19:28.080869,Cole-Pruitt,0
725,287.66208347677605,Gina Robinson,2246831890973645,2023-10-30 08:02:58.472727,Short-Dean,0
726,421.07255960237774,Crystal Jackson DVM,2242724902332138,2023-10-17 13:40:53.679200,Jones-Ford,0
727,70.74641593651846,Lisa Arnold,2233775908302633,2023-09-08 19:52:19.793247,Leonard-Brewer,0
728,397.8383886180852,Alexander Chapman,2435114230243222,2022-12-21 21:50:08.166623,"Thompson, Bell and Burton",1
729,101.61203270382453,Emily Salinas,5277271023001326,2023-05-13 06:01:09.656601,Moore-Bauer,0
730,82.66431548998655,Kathryn Miller,2284415747678061,2023-01-07 10:20:32.680234,"Esparza, Trevino and Cochran",0
731,82.96863316756547,Robert Hamilton,2720809330014605,2023-02-25 18:45:57.603393,Graham LLC,0
732,407.47278539545965,Ethan Gonzalez,5429690876984261,2023-09-19 15:29:00.335676,"Gardner, Irwin and Avery",0
733,332.93341312740387,Lucas Glover,2693490807449732,2023-11-08 17:49:00.432774,Burke and Sons,0
734,262.00964695979053,Robert Winters,5297082220330731,2023-07-19 16:49:07.295500,Green-Mckay,0
735,180.05641157762776,Tony Smith,2273793509312613,2023-10-04 23:03:35.932303,Powers-Hill,0
736,438.723069865741,Raymond Grant,5560349982708598,2023-02-13 19:27:12.992647,"Richardson, Colon and Hawkins",0
737,196.83010860389507,William Taylor,2349094072763153,2023-11-29 23:10:27.547883,"Kennedy, Jones and Garcia",0
738,408.483120296317,Brenda Solis,2261733790669259,2023-06-07 23:28:04.305866,Kim-Hill,0
739,220.128319376539,Brooke Sutton,2228598951968176,2023-04-01 06:57:54.951597,Waters-Thompson,0
740,189.0952702830289,Zachary Camacho,2489783020533730,2023-02-23 14:48:05.317082,Peterson PLC,0
741,231.87721304913362,David Johnson,2274603075402509,2023-01-16 11:04:21.270709,"Knight, Reyes and Holmes",0
742,151.3875592079069,Bryce Hill,2286109122727761,2023-03-06 02:07:00.166007,"Hughes, Hughes and Harding",0
743,374.0570807079493,Jason Garcia,2239681167216973,2023-10-17 07:09:31.350924,Smith-Perez,0
744,251.8574746561471,Joshua Parker,2260032084194822,2023-09-07 10:37:18.387812,Gill-Marks,0
745,116.87413487826184,Matthew Ward,5211769981431608,2023-10-02 07:44:04.094496,Bennett LLC,0
746,449.8877120640097,Jacob Beard,5462955427819730,2022-12-22 16:26:45.923771,Park Group,0
747,192.5617194652325,Veronica Davis,5187211744709103,2023-06-19 18:23:56.431193,Johnson PLC,0
748,272.2328776958803,Juan Gomez,5202142613990295,2023-03-30 10:44:17.591762,Quinn-Cummings,0
749,453.3295833713089,Cynthia Lewis,5251892041021655,2023-03-01 09:46:27.251671,Trujillo Inc,0
750,312.4947599610821,Ryan Hunt,2288469282540067,2023-11-17 19:02:22.716948,Campos PLC,0
751,59.33212231347367,Whitney Lopez,2237204713105145,2023-06-07 22:48:41.128206,"Hunter, Tran and Harper",0
752,469.9762296831241,Melanie Perez,2659012703320056,2023-05-04 10:28:04.292501,Riley-West,0
753,314.2263184826375,Richard Sullivan,2293159634749739,2023-02-24 11:05:54.383711,"Guzman, Haley and Dickerson",0
754,168.11790171388597,Tyler Diaz,2720335744130704,2023-08-27 19:51:05.032836,Gordon-Holland,0
755,70.49676425903024,Julie Sanchez,5323724271026175,2023-11-10 00:37:51.077130,Burns-Villegas,1
756,397.2185694458777,Stephanie Martinez,2719947120967542,2023-08-04 21:10:17.487328,Wade-Valencia,0
757,310.41630520832825,Amy Anderson,2384095155443973,2023-08-20 10:32:07.869408,Hale-Price,1
758,267.19708489618444,Daniel Nguyen,2339539050321525,2023-05-15 07:54:22.327245,Cruz-Werner,0
759,447.0523989424279,Kelsey Brown,2248294993696548,2023-06-22 21:31:38.566876,Love PLC,0
760,394.51000840104086,Brittany Walker,2234644857041957,2022-12-25 13:39:13.596381,"Santos, Meyers and Campbell",0
761,76.68576498664284,Angela Martinez,2226982622459322,2023-07-28 19:22:43.110868,"Keith, Peterson and Flores",0
762,156.54931182997856,Patricia Martinez,2720463411325991,2023-03-11 07:12:53.723878,Murphy-Terry,0
763,124.9960807674184,Lisa Oneill,2705248884940031,2023-09-20 01:41:46.611541,"Bates, Landry and Brown",0
764,372.2291999937658,Lindsey Smith,5597452526215828,2023-08-12 00:31:39.984611,Murphy-Mcconnell,0
765,17.732684933153912,Brenda Williams,2354436706983016,2023-06-15 04:03:38.518859,Ramos-Wheeler,0
766,285.374952750787,Megan Copeland,2271217293816698,2023-08-25 00:28:05.097500,Fields Group,0
767,381.46688418460457,Curtis Kirk,2713693559962093,2023-08-01 01:40:56.025898,"Reyes, Gay and Miller",0
768,438.506052744113,Cindy Thompson,2269951681501827,2023-10-27 08:06:30.754265,Cook PLC,0
769,171.6987926092378,Richard Guzman,2716663489371670,2023-10-21 19:44:33.520405,"Thompson, Castro and Guerrero",0
770,410.8073950313344,Darrell Brown,5510275483516522,2023-01-22 19:40:44.725104,"Zimmerman, Munoz and Alexander",0
771,56.20523674064841,James Mann,2704015961253146,2023-10-03 05:20:10.794581,Macdonald-Lucero,0
